hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
City Hotel - Lucknow,0,34,2024,August,33,14,2,1,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,152.1,0,0,Check-Out,39:37.1,Lucknow
City Hotel - Pune,0,136,2024,September,36,7,2,3,2,0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,83.12,0,1,Check-Out,17:04.1,Pune
City Hotel - Indore,0,10,2024,April,15,11,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,Transient,120.8,0,0,Check-Out,25:20.5,Indore
City Hotel - Kochi,0,12,2024,March,11,17,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,0,0,1,Check-Out,01:47.0,Kochi
City Hotel - Chennai,0,76,2024,September,37,10,1,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,207.9,0,1,Check-Out,39:29.0,Chennai
City Hotel - Jaipur,0,123,2024,December,49,7,2,2,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,155.7,1,1,Check-Out,16:36.2,Jaipur
City Hotel - Mumbai,0,147,2024,April,17,25,4,10,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,Transient,118.88,0,1,Check-Out,24:54.7,Mumbai
City Hotel - Kolkata,0,81,2024,May,20,18,0,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,2,Check-Out,53:11.7,Kolkata
City Hotel - Goa,0,46,2024,July,28,9,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,135.9,0,2,Check-Out,18:56.2,Goa
City Hotel - Delhi,0,65,2024,December,51,18,0,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,Transient,168.3,0,2,Check-Out,57:01.5,Delhi
City Hotel - Chandigarh,0,184,2024,September,36,2,2,3,2,0,0,HB,ITA,Direct,Direct,0,0,0,D,D,1,No Deposit,14,Transient,143.1,0,0,Check-Out,43:32.2,Chandigarh
City Hotel - Hyderabad,0,33,2024,May,20,16,2,2,2,1,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,83,Transient,150.57,0,0,Check-Out,11:37.5,Hyderabad
City Hotel - Mumbai,0,11,2024,July,28,11,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,139,0,0,Check-Out,41:37.5,Mumbai
City Hotel - Lucknow,0,98,2024,October,42,14,2,1,2,1,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,Transient,102.56,0,2,Check-Out,24:10.8,Lucknow
City Hotel - Goa,0,35,2024,June,26,29,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,135.9,0,1,Check-Out,20:46.1,Goa
City Hotel - Pune,0,168,2024,January,5,29,2,3,2,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,16,Transient,72.25,0,2,Check-Out,22:36.1,Pune
City Hotel - Bhopal,0,75,2024,June,24,16,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,149.4,0,1,Check-Out,32:29.8,Bhopal
City Hotel - Bhopal,0,75,2024,July,27,7,2,3,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,168.3,0,2,Check-Out,23:31.4,Bhopal
City Hotel - Bangalore,0,101,2024,August,32,9,1,1,2,3,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,14,Transient,220.65,1,0,Check-Out,59:33.1,Bangalore
City Hotel - Hyderabad,0,40,2024,October,43,22,2,2,2,0,0,BB,SVK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,149.4,0,2,Check-Out,58:06.9,Hyderabad
City Hotel - Ahmedabad,0,171,2024,October,41,8,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,99.45,0,1,Check-Out,24:14.1,Ahmedabad
City Hotel - Chennai,0,168,2024,July,29,19,2,3,3,0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,16,Transient,107.1,0,2,Check-Out,25:38.2,Chennai
City Hotel - Chandigarh,0,147,2024,August,32,11,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,123.3,1,1,Check-Out,14:04.3,Chandigarh
City Hotel - Lucknow,0,118,2024,February,6,7,2,1,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9,Transient,139.5,0,1,Check-Out,53:51.4,Lucknow
City Hotel - Mumbai,0,174,2024,April,16,19,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,99.45,0,1,Check-Out,20:12.1,Mumbai
City Hotel - Ahmedabad,0,220,2024,September,40,30,1,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient-Party,90,0,1,Check-Out,05:30.2,Ahmedabad
City Hotel - Kolkata,0,220,2024,May,20,17,1,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient-Party,99,1,1,Check-Out,55:30.7,Kolkata
City Hotel - Jaipur,0,28,2024,February,6,11,0,1,2,0,0,HB,FRA,Direct,Direct,0,0,0,D,D,1,No Deposit,14,Transient,210,0,2,Check-Out,17:29.8,Jaipur
City Hotel - Bhopal,0,1,2024,October,41,12,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,Transient,184.5,0,2,Check-Out,17:49.8,Bhopal
City Hotel - Kochi,0,11,2024,November,45,5,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,Transient,128,0,0,Check-Out,15:31.2,Kochi
City Hotel - Pune,0,130,2024,February,9,26,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,Transient,114.3,0,1,Check-Out,30:13.6,Pune
City Hotel - Chandigarh,0,0,2024,January,1,1,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,Transient,138,0,0,Check-Out,09:31.8,Chandigarh
City Hotel - Jaipur,0,130,2024,April,17,27,2,4,1,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,Transient,117.3,0,1,Check-Out,49:22.3,Jaipur
City Hotel - Hyderabad,0,25,2024,September,38,21,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,Transient,76.5,0,0,Check-Out,29:34.3,Hyderabad
City Hotel - Lucknow,0,173,2024,June,24,16,1,1,2,1,0,BB,ROU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,121.5,0,0,Check-Out,45:58.7,Lucknow
City Hotel - Chennai,0,190,2024,June,24,13,2,5,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,11,Transient,117.51,0,2,Check-Out,01:54.8,Chennai
City Hotel - Hyderabad,0,9,2024,November,47,19,2,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,Transient,148,0,2,Check-Out,13:02.8,Hyderabad
City Hotel - Jaipur,0,69,2024,July,28,9,2,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,1,Check-Out,37:24.4,Jaipur
City Hotel - Goa,0,173,2024,April,15,10,2,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.75,0,1,Check-Out,59:20.3,Goa
City Hotel - Kochi,0,5,2024,December,52,24,2,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,Transient,170,0,1,Check-Out,14:10.2,Kochi
City Hotel - Pune,0,163,2024,September,39,28,2,1,2,0,0,BB,ROU,Direct,Direct,0,0,0,A,A,1,No Deposit,14,Transient,114.5,0,1,Check-Out,27:50.2,Pune
City Hotel - Chennai,0,170,2024,January,4,23,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,Transient,72.25,0,0,Check-Out,06:10.9,Chennai
City Hotel - Delhi,0,119,2024,May,22,31,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,Transient,114.3,0,1,Check-Out,02:04.1,Delhi
City Hotel - Chennai,0,0,2024,December,51,21,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Transient,138,0,0,Check-Out,09:21.9,Chennai
City Hotel - Bangalore,0,0,2024,January,4,22,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,,Transient,138,0,0,Check-Out,01:41.4,Bangalore
City Hotel - Chennai,0,137,2024,September,39,23,1,1,3,0,0,BB,BEL,Direct,Direct,0,0,0,B,B,1,No Deposit,14,Transient-Party,120.63,1,0,Check-Out,29:01.5,Chennai
City Hotel - Pune,0,136,2024,July,29,20,1,1,0,2,0,BB,BEL,Direct,Direct,0,0,0,B,B,0,No Deposit,14,Transient-Party,120.63,0,0,Check-Out,57:10.7,Pune
City Hotel - Bhopal,0,306,2024,July,29,16,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Contract,104.4,0,3,Check-Out,04:21.3,Bhopal
City Hotel - Ahmedabad,0,18,2024,March,13,26,2,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,Transient,132.8,0,0,Check-Out,56:41.0,Ahmedabad
City Hotel - Delhi,0,306,2024,March,11,16,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Contract,95.4,0,3,Check-Out,19:01.8,Delhi
City Hotel - Lucknow,0,199,2024,September,37,10,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,115.8,0,1,Check-Out,11:12.6,Lucknow
City Hotel - Kolkata,0,110,2024,June,23,5,2,1,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,Transient,63.75,0,0,Check-Out,09:57.5,Kolkata
City Hotel - Chandigarh,0,42,2024,August,32,5,1,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,Transient,76.5,0,0,Check-Out,52:53.2,Chandigarh
City Hotel - Jaipur,0,14,2024,January,3,16,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,166,0,1,Check-Out,22:23.8,Jaipur
City Hotel - Chandigarh,0,0,2024,October,40,6,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,207,0,1,Check-Out,10:12.8,Chandigarh
City Hotel - Bhopal,0,0,2024,October,41,10,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,2,No Deposit,,Transient,180,0,0,Check-Out,27:19.1,Bhopal
City Hotel - Hyderabad,0,14,2024,November,45,7,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,Transient,151,0,1,Check-Out,37:42.6,Hyderabad
City Hotel - Ahmedabad,0,9,2024,March,12,18,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,125.27,1,1,Check-Out,31:03.3,Ahmedabad
City Hotel - Indore,0,9,2024,June,23,4,2,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,116.27,0,1,Check-Out,02:50.1,Indore
City Hotel - Goa,0,0,2024,September,39,29,0,1,2,1,0,BB,FRA,Direct,Direct,0,0,0,A,F,0,No Deposit,14,Transient,238,1,0,Check-Out,52:50.6,Goa
City Hotel - Mumbai,0,119,2024,February,7,14,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,Transient,88.73,0,1,Check-Out,58:39.4,Mumbai
City Hotel - Jaipur,0,85,2024,January,4,27,2,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,Transient,126.9,0,1,Check-Out,42:39.9,Jaipur
City Hotel - Pune,0,132,2024,April,16,17,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,Transient,96.56,0,1,Check-Out,40:45.9,Pune
City Hotel - Mumbai,0,132,2024,January,1,1,2,5,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,83,Transient,96.56,0,1,Check-Out,27:08.4,Mumbai
City Hotel - Chennai,0,8,2024,March,13,30,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,170,0,2,Check-Out,27:07.9,Chennai
City Hotel - Jaipur,0,89,2024,August,35,31,1,1,3,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,150.3,0,1,Check-Out,22:12.5,Jaipur
City Hotel - Indore,0,6,2024,December,51,19,1,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,180.67,0,1,Check-Out,29:55.6,Indore
City Hotel - Chennai,0,98,2024,July,28,14,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,Transient,78.35,0,1,Check-Out,35:21.4,Chennai
City Hotel - Chennai,0,98,2024,April,15,14,2,2,2,0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,Transient,78.35,0,1,Check-Out,26:22.9,Chennai
City Hotel - Kolkata,0,202,2024,October,41,13,3,7,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,90.95,0,2,Check-Out,41:03.9,Kolkata
City Hotel - Kolkata,0,5,2024,July,27,5,0,1,1,0,0,SC,NOR,Online TA,GDS,0,0,0,A,A,0,No Deposit,195,Transient,113,0,0,Check-Out,31:30.9,Kolkata
City Hotel - Mumbai,0,82,2024,February,5,2,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,112.1,0,1,Check-Out,04:42.7,Mumbai
City Hotel - Chennai,0,56,2024,January,5,31,1,2,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,Transient,72.25,0,0,Check-Out,12:12.3,Chennai
City Hotel - Kolkata,0,2,2024,May,21,25,0,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,100.1,0,2,Check-Out,25:49.0,Kolkata
City Hotel - Hyderabad,0,143,2024,December,50,9,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.3,0,1,Check-Out,03:59.0,Hyderabad
City Hotel - Jaipur,0,172,2024,October,40,5,2,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,99.45,0,1,Check-Out,37:18.7,Jaipur
City Hotel - Hyderabad,0,154,2024,July,30,22,2,5,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,Transient,63.75,0,0,Check-Out,38:06.8,Hyderabad
City Hotel - Indore,0,0,2024,December,51,19,0,1,2,2,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,Transient,230,0,1,Check-Out,16:59.6,Indore
City Hotel - Pune,0,147,2024,May,20,17,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,138.55,0,1,Check-Out,43:01.8,Pune
City Hotel - Hyderabad,0,191,2024,August,32,7,2,2,2,0,0,HB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,Transient,153.5,1,1,Check-Out,26:30.8,Hyderabad
City Hotel - Delhi,0,42,2024,January,1,7,2,2,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,152.1,0,1,Check-Out,54:46.3,Delhi
City Hotel - Kochi,0,42,2024,September,38,22,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,144.9,0,1,Check-Out,55:51.0,Kochi
City Hotel - Pune,0,15,2024,May,18,1,0,1,1,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,124,0,1,Check-Out,45:19.5,Pune
City Hotel - Hyderabad,0,15,2024,March,11,13,0,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,Transient,109.55,0,1,Check-Out,45:48.8,Hyderabad
City Hotel - Goa,0,14,2024,January,2,9,0,1,0,2,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,Transient,109.55,0,1,Check-Out,32:56.2,Goa
City Hotel - Bangalore,0,16,2024,August,34,19,0,2,2,0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,Transient,146.7,1,1,Check-Out,22:05.5,Bangalore
City Hotel - Chennai,0,100,2024,March,12,19,0,2,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,Transient,152.1,0,1,Check-Out,05:05.5,Chennai
City Hotel - Lucknow,0,6,2024,February,6,9,0,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,79,0,0,Check-Out,37:41.8,Lucknow
City Hotel - Kochi,0,1,2024,April,14,4,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,168.5,0,2,Check-Out,30:28.9,Kochi
City Hotel - Indore,0,39,2024,December,52,26,2,3,2,1,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,203.85,0,2,Check-Out,04:02.8,Indore
City Hotel - Bangalore,0,1,2024,January,3,15,0,1,2,1,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,115.89,0,1,Check-Out,25:56.2,Bangalore
City Hotel - Delhi,0,39,2024,May,20,17,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,170.1,0,2,Check-Out,58:08.6,Delhi
City Hotel - Bhopal,0,41,2024,February,5,1,1,2,2,1,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,104.99,0,1,Check-Out,49:38.7,Bhopal
City Hotel - Chandigarh,0,29,2024,January,3,15,0,2,2,0,0,SC,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,Transient,67.5,0,0,Check-Out,25:26.3,Chandigarh
City Hotel - Hyderabad,0,111,2024,January,2,11,0,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,Transient,72.25,0,0,Check-Out,49:05.4,Hyderabad
City Hotel - Kolkata,0,7,2024,December,49,4,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient-Party,150,0,1,Check-Out,24:30.3,Kolkata
City Hotel - Kochi,0,7,2024,March,13,27,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient-Party,150,0,1,Check-Out,04:21.2,Kochi
City Hotel - Kochi,0,112,2024,March,12,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,117.9,0,1,Check-Out,44:26.0,Kochi
City Hotel - Delhi,0,3,2024,April,15,9,1,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,228.33,0,1,Check-Out,21:45.6,Delhi
City Hotel - Kochi,0,1,2024,September,37,14,0,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,89,Transient,109.8,0,0,Check-Out,17:06.2,Kochi
City Hotel - Kolkata,0,26,2024,February,8,24,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,Transient,85,0,0,Check-Out,06:45.9,Kolkata
City Hotel - Mumbai,0,46,2024,March,9,2,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,2,Check-Out,28:10.6,Mumbai
City Hotel - Indore,0,43,2024,December,49,2,1,2,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,203.85,1,1,Check-Out,00:40.9,Indore
City Hotel - Chennai,0,18,2024,February,7,15,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,151,0,1,Check-Out,24:39.7,Chennai
City Hotel - Goa,0,118,2024,May,22,30,1,2,2,1,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,139.5,1,1,Check-Out,51:32.5,Goa
City Hotel - Ahmedabad,0,28,2024,June,23,9,2,3,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83,Transient,194.8,0,0,Check-Out,59:39.0,Ahmedabad
City Hotel - Hyderabad,0,200,2024,February,7,16,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,66.53,0,2,Check-Out,45:07.7,Hyderabad
City Hotel - Indore,0,3,2024,December,50,11,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,B,0,No Deposit,,Transient,125,0,0,Check-Out,30:56.3,Indore
City Hotel - Mumbai,0,47,2024,December,50,14,2,2,2,0,0,HB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,170.1,0,1,Check-Out,28:04.5,Mumbai
City Hotel - Delhi,0,145,2024,August,31,1,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,Transient,115.32,1,0,Check-Out,51:15.5,Delhi
City Hotel - Delhi,0,145,2024,June,24,15,1,2,0,2,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,Transient,106.32,0,0,Check-Out,12:40.0,Delhi
City Hotel - Lucknow,0,2,2024,September,39,29,1,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,169.33,0,0,Check-Out,03:38.6,Lucknow
City Hotel - Lucknow,0,2,2024,October,40,3,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,169.33,0,0,Check-Out,40:37.6,Lucknow
City Hotel - Kochi,0,107,2024,January,1,3,0,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,Transient,81.25,0,0,Check-Out,54:22.0,Kochi
City Hotel - Pune,0,202,2024,July,28,10,1,2,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,115.5,0,2,Check-Out,03:32.9,Pune
City Hotel - Lucknow,0,1,2024,December,52,24,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,128,0,0,Check-Out,32:54.9,Lucknow
City Hotel - Goa,0,11,2024,January,5,31,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,102.41,0,1,Check-Out,22:08.7,Goa
City Hotel - Mumbai,0,5,2024,June,26,25,0,1,2,1,0,SC,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,89,Transient,84.96,0,1,Check-Out,02:31.7,Mumbai
City Hotel - Chennai,0,63,2024,March,9,1,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,135.9,0,2,Check-Out,44:55.5,Chennai
City Hotel - Mumbai,0,119,2024,May,21,24,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.3,0,1,Check-Out,16:09.0,Mumbai
City Hotel - Kolkata,0,38,2024,January,2,10,0,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,168.3,0,0,Check-Out,30:53.6,Kolkata
City Hotel - Ahmedabad,0,0,2024,April,14,4,0,1,2,1,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,285,Transient,146,0,2,Check-Out,27:42.8,Ahmedabad
City Hotel - Indore,0,161,2024,September,38,21,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,6,No Deposit,9,Transient-Party,82.35,0,2,Check-Out,16:51.8,Indore
City Hotel - Jaipur,0,129,2024,July,29,20,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.3,0,1,Check-Out,38:47.8,Jaipur
City Hotel - Bangalore,0,6,2024,February,6,8,0,1,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,118,0,2,Check-Out,01:53.4,Bangalore
City Hotel - Kochi,0,6,2024,February,8,23,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,170,0,2,Check-Out,50:42.0,Kochi
City Hotel - Ahmedabad,0,81,2024,January,2,8,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,Transient,117.9,0,1,Check-Out,02:01.8,Ahmedabad
City Hotel - Chennai,0,119,2024,March,13,25,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,114.3,0,1,Check-Out,50:03.6,Chennai
City Hotel - Ahmedabad,0,9,2024,July,30,25,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,159,1,2,Check-Out,25:48.5,Ahmedabad
City Hotel - Kochi,0,42,2024,August,33,16,0,2,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,152.1,0,1,Check-Out,21:11.3,Kochi
City Hotel - Lucknow,0,18,2024,January,3,16,1,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,Transient,191,0,0,Check-Out,52:26.4,Lucknow
City Hotel - Jaipur,0,31,2024,March,10,8,1,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,Transient,113.64,0,1,Check-Out,33:14.9,Jaipur
City Hotel - Mumbai,0,3,2024,October,42,15,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,A,B,1,No Deposit,,Transient,116,0,0,Check-Out,35:42.3,Mumbai
City Hotel - Hyderabad,0,46,2024,March,13,30,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,Transient,125.1,0,2,Check-Out,15:03.6,Hyderabad
City Hotel - Bhopal,0,41,2024,January,5,29,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,Transient,76.5,0,0,Check-Out,43:42.3,Bhopal
